Converting /oak/stanford/groups/smontgom/lonet/motrpac/star_secondpass/90005015505/90005015505Aligned.out.bam to /oak/stanford/groups/smontgom/lonet/motrpac/star_secondpass/90005015505/90005015505Aligned.out.bam.junc
100000 valid, 8069 problematic spliced reads
200000 valid, 16140 problematic spliced reads
300000 valid, 24092 problematic spliced reads
400000 valid, 32052 problematic spliced reads
500000 valid, 40111 problematic spliced reads
600000 valid, 47825 problematic spliced reads
700000 valid, 55813 problematic spliced reads
800000 valid, 63865 problematic spliced reads
900000 valid, 71837 problematic spliced reads
1000000 valid, 79705 problematic spliced reads
1100000 valid, 87582 problematic spliced reads
1200000 valid, 95472 problematic spliced reads
1300000 valid, 103569 problematic spliced reads
1400000 valid, 111512 problematic spliced reads
1500000 valid, 119457 problematic spliced reads
1600000 valid, 127552 problematic spliced reads
1700000 valid, 135387 problematic spliced reads
1800000 valid, 143465 problematic spliced reads
1900000 valid, 151323 problematic spliced reads
2000000 valid, 159293 problematic spliced reads
2100000 valid, 167268 problematic spliced reads
2200000 valid, 175149 problematic spliced reads
2300000 valid, 182901 problematic spliced reads
2400000 valid, 190753 problematic spliced reads
2500000 valid, 198474 problematic spliced reads
2600000 valid, 206354 problematic spliced reads
2700000 valid, 214190 problematic spliced reads
2800000 valid, 222063 problematic spliced reads
2900000 valid, 230099 problematic spliced reads
3000000 valid, 237971 problematic spliced reads
3100000 valid, 245885 problematic spliced reads
3200000 valid, 254042 problematic spliced reads
3300000 valid, 261838 problematic spliced reads
3400000 valid, 269616 problematic spliced reads
3500000 valid, 277497 problematic spliced reads
3600000 valid, 285576 problematic spliced reads
3700000 valid, 293588 problematic spliced reads
3800000 valid, 301515 problematic spliced reads
3900000 valid, 309604 problematic spliced reads
4000000 valid, 317718 problematic spliced reads
4100000 valid, 325823 problematic spliced reads
4200000 valid, 333918 problematic spliced reads
4300000 valid, 341998 problematic spliced reads
4400000 valid, 350083 problematic spliced reads
4500000 valid, 357968 problematic spliced reads
4600000 valid, 365808 problematic spliced reads
4700000 valid, 373736 problematic spliced reads
4800000 valid, 381753 problematic spliced reads
4900000 valid, 389765 problematic spliced reads
5000000 valid, 397628 problematic spliced reads
5100000 valid, 405708 problematic spliced reads
5200000 valid, 413762 problematic spliced reads
5300000 valid, 421805 problematic spliced reads
5400000 valid, 429975 problematic spliced reads
5500000 valid, 438016 problematic spliced reads
5600000 valid, 445976 problematic spliced reads
5700000 valid, 453995 problematic spliced reads
5800000 valid, 462018 problematic spliced reads
5900000 valid, 469977 problematic spliced reads
6000000 valid, 477955 problematic spliced reads
6100000 valid, 485886 problematic spliced reads
6200000 valid, 493739 problematic spliced reads
6300000 valid, 501632 problematic spliced reads
6400000 valid, 509637 problematic spliced reads
6500000 valid, 517679 problematic spliced reads
6600000 valid, 525746 problematic spliced reads
6700000 valid, 533678 problematic spliced reads
6800000 valid, 541677 problematic spliced reads
