Converting /oak/stanford/groups/smontgom/lonet/motrpac/star_secondpass/90007015505/90007015505Aligned.out.bam to /oak/stanford/groups/smontgom/lonet/motrpac/star_secondpass/90007015505/90007015505Aligned.out.bam.junc
100000 valid, 8471 problematic spliced reads
200000 valid, 16874 problematic spliced reads
300000 valid, 25261 problematic spliced reads
400000 valid, 33731 problematic spliced reads
500000 valid, 42057 problematic spliced reads
600000 valid, 50508 problematic spliced reads
700000 valid, 58809 problematic spliced reads
800000 valid, 67136 problematic spliced reads
900000 valid, 75423 problematic spliced reads
1000000 valid, 83730 problematic spliced reads
1100000 valid, 92069 problematic spliced reads
1200000 valid, 100455 problematic spliced reads
1300000 valid, 108999 problematic spliced reads
1400000 valid, 117314 problematic spliced reads
1500000 valid, 125856 problematic spliced reads
1600000 valid, 134082 problematic spliced reads
1700000 valid, 142476 problematic spliced reads
1800000 valid, 150784 problematic spliced reads
1900000 valid, 159249 problematic spliced reads
2000000 valid, 167522 problematic spliced reads
2100000 valid, 175780 problematic spliced reads
2200000 valid, 183997 problematic spliced reads
2300000 valid, 192634 problematic spliced reads
2400000 valid, 200838 problematic spliced reads
2500000 valid, 209314 problematic spliced reads
2600000 valid, 217440 problematic spliced reads
2700000 valid, 225799 problematic spliced reads
2800000 valid, 234255 problematic spliced reads
2900000 valid, 242507 problematic spliced reads
3000000 valid, 250859 problematic spliced reads
3100000 valid, 259205 problematic spliced reads
3200000 valid, 267711 problematic spliced reads
3300000 valid, 276041 problematic spliced reads
3400000 valid, 284384 problematic spliced reads
3500000 valid, 292762 problematic spliced reads
3600000 valid, 301058 problematic spliced reads
3700000 valid, 309656 problematic spliced reads
3800000 valid, 318173 problematic spliced reads
3900000 valid, 326706 problematic spliced reads
4000000 valid, 335045 problematic spliced reads
4100000 valid, 343264 problematic spliced reads
4200000 valid, 351631 problematic spliced reads
4300000 valid, 360044 problematic spliced reads
4400000 valid, 368370 problematic spliced reads
4500000 valid, 376708 problematic spliced reads
4600000 valid, 385101 problematic spliced reads
4700000 valid, 393619 problematic spliced reads
4800000 valid, 401970 problematic spliced reads
4900000 valid, 410391 problematic spliced reads
5000000 valid, 418716 problematic spliced reads
5100000 valid, 427037 problematic spliced reads
5200000 valid, 435538 problematic spliced reads
5300000 valid, 443911 problematic spliced reads
5400000 valid, 452374 problematic spliced reads
5500000 valid, 460706 problematic spliced reads
5600000 valid, 469327 problematic spliced reads
5700000 valid, 477824 problematic spliced reads
5800000 valid, 486314 problematic spliced reads
5900000 valid, 494678 problematic spliced reads
6000000 valid, 502956 problematic spliced reads
6100000 valid, 511270 problematic spliced reads
6200000 valid, 519524 problematic spliced reads
6300000 valid, 527972 problematic spliced reads
6400000 valid, 536436 problematic spliced reads
6500000 valid, 544874 problematic spliced reads
6600000 valid, 553088 problematic spliced reads
6700000 valid, 561567 problematic spliced reads
6800000 valid, 570027 problematic spliced reads
6900000 valid, 578454 problematic spliced reads
7000000 valid, 586881 problematic spliced reads
7100000 valid, 595423 problematic spliced reads
7200000 valid, 603971 problematic spliced reads
7300000 valid, 612523 problematic spliced reads
7400000 valid, 620940 problematic spliced reads
7500000 valid, 629337 problematic spliced reads
7600000 valid, 637713 problematic spliced reads
7700000 valid, 646127 problematic spliced reads
7800000 valid, 654467 problematic spliced reads
7900000 valid, 662864 problematic spliced reads
8000000 valid, 671350 problematic spliced reads
8100000 valid, 679813 problematic spliced reads
8200000 valid, 688589 problematic spliced reads
8300000 valid, 697019 problematic spliced reads
8400000 valid, 705291 problematic spliced reads
8500000 valid, 713896 problematic spliced reads
8600000 valid, 722131 problematic spliced reads
8700000 valid, 730443 problematic spliced reads
8800000 valid, 738804 problematic spliced reads
8900000 valid, 747380 problematic spliced reads
9000000 valid, 755912 problematic spliced reads
9100000 valid, 764382 problematic spliced reads
9200000 valid, 772953 problematic spliced reads
9300000 valid, 781480 problematic spliced reads
9400000 valid, 789940 problematic spliced reads
9500000 valid, 798436 problematic spliced reads
9600000 valid, 806911 problematic spliced reads
9700000 valid, 815245 problematic spliced reads
9800000 valid, 823790 problematic spliced reads
9900000 valid, 832086 problematic spliced reads
10000000 valid, 840546 problematic spliced reads
10100000 valid, 848827 problematic spliced reads
10200000 valid, 857442 problematic spliced reads
10300000 valid, 865995 problematic spliced reads
10400000 valid, 874326 problematic spliced reads
10500000 valid, 882707 problematic spliced reads
10600000 valid, 891181 problematic spliced reads
10700000 valid, 899581 problematic spliced reads
10800000 valid, 907964 problematic spliced reads
10900000 valid, 916653 problematic spliced reads
11000000 valid, 925138 problematic spliced reads
11100000 valid, 933536 problematic spliced reads
11200000 valid, 942079 problematic spliced reads
11300000 valid, 950559 problematic spliced reads
11400000 valid, 958888 problematic spliced reads
11500000 valid, 967273 problematic spliced reads
11600000 valid, 975622 problematic spliced reads
11700000 valid, 983911 problematic spliced reads
11800000 valid, 992269 problematic spliced reads
11900000 valid, 1000915 problematic spliced reads
12000000 valid, 1009500 problematic spliced reads
12100000 valid, 1018045 problematic spliced reads
12200000 valid, 1026442 problematic spliced reads
12300000 valid, 1034943 problematic spliced reads
12400000 valid, 1043414 problematic spliced reads
12500000 valid, 1051800 problematic spliced reads
12600000 valid, 1060314 problematic spliced reads
12700000 valid, 1068780 problematic spliced reads
12800000 valid, 1077235 problematic spliced reads
12900000 valid, 1085510 problematic spliced reads
