Converting /oak/stanford/groups/smontgom/lonet/motrpac/star_secondpass/90123015505/90123015505Aligned.out.bam to /oak/stanford/groups/smontgom/lonet/motrpac/star_secondpass/90123015505/90123015505Aligned.out.bam.junc
100000 valid, 8613 problematic spliced reads
200000 valid, 17562 problematic spliced reads
300000 valid, 26258 problematic spliced reads
400000 valid, 34986 problematic spliced reads
500000 valid, 43699 problematic spliced reads
600000 valid, 52252 problematic spliced reads
700000 valid, 60999 problematic spliced reads
800000 valid, 69649 problematic spliced reads
900000 valid, 78324 problematic spliced reads
1000000 valid, 87000 problematic spliced reads
1100000 valid, 95523 problematic spliced reads
1200000 valid, 104017 problematic spliced reads
1300000 valid, 112965 problematic spliced reads
1400000 valid, 121574 problematic spliced reads
1500000 valid, 130287 problematic spliced reads
1600000 valid, 138769 problematic spliced reads
1700000 valid, 147437 problematic spliced reads
1800000 valid, 155920 problematic spliced reads
1900000 valid, 164591 problematic spliced reads
2000000 valid, 173138 problematic spliced reads
2100000 valid, 181927 problematic spliced reads
2200000 valid, 190664 problematic spliced reads
2300000 valid, 199326 problematic spliced reads
2400000 valid, 208058 problematic spliced reads
2500000 valid, 216867 problematic spliced reads
2600000 valid, 225855 problematic spliced reads
2700000 valid, 234543 problematic spliced reads
2800000 valid, 243289 problematic spliced reads
2900000 valid, 251859 problematic spliced reads
3000000 valid, 260543 problematic spliced reads
3100000 valid, 269136 problematic spliced reads
3200000 valid, 277617 problematic spliced reads
3300000 valid, 286101 problematic spliced reads
3400000 valid, 294726 problematic spliced reads
3500000 valid, 303346 problematic spliced reads
3600000 valid, 311883 problematic spliced reads
3700000 valid, 320508 problematic spliced reads
3800000 valid, 329285 problematic spliced reads
3900000 valid, 337978 problematic spliced reads
4000000 valid, 346570 problematic spliced reads
4100000 valid, 355198 problematic spliced reads
4200000 valid, 363717 problematic spliced reads
4300000 valid, 372268 problematic spliced reads
4400000 valid, 380923 problematic spliced reads
4500000 valid, 389674 problematic spliced reads
4600000 valid, 398400 problematic spliced reads
4700000 valid, 406979 problematic spliced reads
4800000 valid, 415600 problematic spliced reads
4900000 valid, 424203 problematic spliced reads
5000000 valid, 432845 problematic spliced reads
5100000 valid, 441511 problematic spliced reads
5200000 valid, 450345 problematic spliced reads
5300000 valid, 459108 problematic spliced reads
5400000 valid, 467681 problematic spliced reads
5500000 valid, 476301 problematic spliced reads
5600000 valid, 484762 problematic spliced reads
5700000 valid, 493331 problematic spliced reads
5800000 valid, 501957 problematic spliced reads
5900000 valid, 510731 problematic spliced reads
6000000 valid, 519456 problematic spliced reads
6100000 valid, 527951 problematic spliced reads
6200000 valid, 536505 problematic spliced reads
6300000 valid, 545162 problematic spliced reads
6400000 valid, 553838 problematic spliced reads
6500000 valid, 562372 problematic spliced reads
6600000 valid, 571130 problematic spliced reads
6700000 valid, 579996 problematic spliced reads
6800000 valid, 588638 problematic spliced reads
6900000 valid, 597246 problematic spliced reads
7000000 valid, 605839 problematic spliced reads
7100000 valid, 614260 problematic spliced reads
7200000 valid, 622939 problematic spliced reads
7300000 valid, 631466 problematic spliced reads
7400000 valid, 640036 problematic spliced reads
7500000 valid, 648785 problematic spliced reads
7600000 valid, 657339 problematic spliced reads
7700000 valid, 665946 problematic spliced reads
7800000 valid, 674594 problematic spliced reads
7900000 valid, 683276 problematic spliced reads
8000000 valid, 691862 problematic spliced reads
8100000 valid, 700463 problematic spliced reads
8200000 valid, 709194 problematic spliced reads
8300000 valid, 717746 problematic spliced reads
8400000 valid, 726407 problematic spliced reads
8500000 valid, 735188 problematic spliced reads
8600000 valid, 743693 problematic spliced reads
8700000 valid, 752407 problematic spliced reads
8800000 valid, 761273 problematic spliced reads
8900000 valid, 769845 problematic spliced reads
9000000 valid, 778364 problematic spliced reads
9100000 valid, 786896 problematic spliced reads
9200000 valid, 795658 problematic spliced reads
9300000 valid, 804319 problematic spliced reads
9400000 valid, 813010 problematic spliced reads
9500000 valid, 821568 problematic spliced reads
9600000 valid, 830339 problematic spliced reads
9700000 valid, 838917 problematic spliced reads
9800000 valid, 847553 problematic spliced reads
9900000 valid, 856268 problematic spliced reads
10000000 valid, 864811 problematic spliced reads
10100000 valid, 873378 problematic spliced reads
10200000 valid, 881764 problematic spliced reads
10300000 valid, 890462 problematic spliced reads
10400000 valid, 899133 problematic spliced reads
10500000 valid, 907651 problematic spliced reads
10600000 valid, 916216 problematic spliced reads
10700000 valid, 924939 problematic spliced reads
10800000 valid, 933340 problematic spliced reads
10900000 valid, 941922 problematic spliced reads
11000000 valid, 950430 problematic spliced reads
11100000 valid, 959214 problematic spliced reads
11200000 valid, 967921 problematic spliced reads
11300000 valid, 976809 problematic spliced reads
11400000 valid, 985377 problematic spliced reads
11500000 valid, 993892 problematic spliced reads
11600000 valid, 1002614 problematic spliced reads
11700000 valid, 1011234 problematic spliced reads
11800000 valid, 1019928 problematic spliced reads
11900000 valid, 1028548 problematic spliced reads
12000000 valid, 1037110 problematic spliced reads
12100000 valid, 1045799 problematic spliced reads
12200000 valid, 1054373 problematic spliced reads
12300000 valid, 1063128 problematic spliced reads
12400000 valid, 1071765 problematic spliced reads
12500000 valid, 1080184 problematic spliced reads
12600000 valid, 1088939 problematic spliced reads
12700000 valid, 1097624 problematic spliced reads
12800000 valid, 1106348 problematic spliced reads
12900000 valid, 1115025 problematic spliced reads
13000000 valid, 1123636 problematic spliced reads
13100000 valid, 1132165 problematic spliced reads
13200000 valid, 1140921 problematic spliced reads
13300000 valid, 1149547 problematic spliced reads
13400000 valid, 1158258 problematic spliced reads
13500000 valid, 1166996 problematic spliced reads
13600000 valid, 1175812 problematic spliced reads
13700000 valid, 1184508 problematic spliced reads
13800000 valid, 1193129 problematic spliced reads
13900000 valid, 1201869 problematic spliced reads
14000000 valid, 1210609 problematic spliced reads
14100000 valid, 1219563 problematic spliced reads
14200000 valid, 1228259 problematic spliced reads
14300000 valid, 1237163 problematic spliced reads
14400000 valid, 1245870 problematic spliced reads
14500000 valid, 1254520 problematic spliced reads
14600000 valid, 1263395 problematic spliced reads
14700000 valid, 1272034 problematic spliced reads
