Converting /oak/stanford/groups/smontgom/lonet/motrpac/star_secondpass/90109015505/90109015505Aligned.out.bam to /oak/stanford/groups/smontgom/lonet/motrpac/star_secondpass/90109015505/90109015505Aligned.out.bam.junc
100000 valid, 8664 problematic spliced reads
200000 valid, 17261 problematic spliced reads
300000 valid, 25703 problematic spliced reads
400000 valid, 34194 problematic spliced reads
500000 valid, 42770 problematic spliced reads
600000 valid, 51418 problematic spliced reads
700000 valid, 59960 problematic spliced reads
800000 valid, 68476 problematic spliced reads
900000 valid, 76784 problematic spliced reads
1000000 valid, 85396 problematic spliced reads
1100000 valid, 94041 problematic spliced reads
1200000 valid, 102767 problematic spliced reads
1300000 valid, 111532 problematic spliced reads
1400000 valid, 120202 problematic spliced reads
1500000 valid, 128589 problematic spliced reads
1600000 valid, 137009 problematic spliced reads
1700000 valid, 145516 problematic spliced reads
1800000 valid, 154119 problematic spliced reads
1900000 valid, 162559 problematic spliced reads
2000000 valid, 170965 problematic spliced reads
2100000 valid, 179558 problematic spliced reads
2200000 valid, 187936 problematic spliced reads
2300000 valid, 196581 problematic spliced reads
2400000 valid, 205092 problematic spliced reads
2500000 valid, 213932 problematic spliced reads
2600000 valid, 222475 problematic spliced reads
2700000 valid, 231013 problematic spliced reads
2800000 valid, 239667 problematic spliced reads
2900000 valid, 248214 problematic spliced reads
3000000 valid, 256717 problematic spliced reads
3100000 valid, 265431 problematic spliced reads
3200000 valid, 274031 problematic spliced reads
3300000 valid, 282536 problematic spliced reads
3400000 valid, 291221 problematic spliced reads
3500000 valid, 300000 problematic spliced reads
3600000 valid, 308462 problematic spliced reads
3700000 valid, 316944 problematic spliced reads
3800000 valid, 325406 problematic spliced reads
3900000 valid, 333746 problematic spliced reads
4000000 valid, 342155 problematic spliced reads
4100000 valid, 350629 problematic spliced reads
4200000 valid, 359083 problematic spliced reads
4300000 valid, 367753 problematic spliced reads
4400000 valid, 376224 problematic spliced reads
4500000 valid, 384786 problematic spliced reads
4600000 valid, 393392 problematic spliced reads
4700000 valid, 401934 problematic spliced reads
4800000 valid, 410434 problematic spliced reads
4900000 valid, 419051 problematic spliced reads
5000000 valid, 427668 problematic spliced reads
5100000 valid, 436313 problematic spliced reads
5200000 valid, 444884 problematic spliced reads
5300000 valid, 453624 problematic spliced reads
5400000 valid, 462256 problematic spliced reads
5500000 valid, 470796 problematic spliced reads
5600000 valid, 479282 problematic spliced reads
5700000 valid, 487761 problematic spliced reads
5800000 valid, 496456 problematic spliced reads
5900000 valid, 504950 problematic spliced reads
6000000 valid, 513606 problematic spliced reads
6100000 valid, 522102 problematic spliced reads
6200000 valid, 530768 problematic spliced reads
6300000 valid, 539333 problematic spliced reads
6400000 valid, 548201 problematic spliced reads
6500000 valid, 556867 problematic spliced reads
6600000 valid, 565380 problematic spliced reads
6700000 valid, 574233 problematic spliced reads
6800000 valid, 582745 problematic spliced reads
6900000 valid, 591278 problematic spliced reads
7000000 valid, 599831 problematic spliced reads
7100000 valid, 608407 problematic spliced reads
7200000 valid, 617023 problematic spliced reads
7300000 valid, 625606 problematic spliced reads
7400000 valid, 634020 problematic spliced reads
7500000 valid, 642618 problematic spliced reads
7600000 valid, 651236 problematic spliced reads
7700000 valid, 659788 problematic spliced reads
7800000 valid, 668303 problematic spliced reads
7900000 valid, 676876 problematic spliced reads
8000000 valid, 685339 problematic spliced reads
8100000 valid, 694088 problematic spliced reads
8200000 valid, 702509 problematic spliced reads
8300000 valid, 710992 problematic spliced reads
8400000 valid, 719614 problematic spliced reads
8500000 valid, 728088 problematic spliced reads
8600000 valid, 736600 problematic spliced reads
8700000 valid, 744980 problematic spliced reads
8800000 valid, 753280 problematic spliced reads
8900000 valid, 761788 problematic spliced reads
9000000 valid, 770415 problematic spliced reads
9100000 valid, 778948 problematic spliced reads
9200000 valid, 787273 problematic spliced reads
9300000 valid, 795824 problematic spliced reads
9400000 valid, 804456 problematic spliced reads
9500000 valid, 813090 problematic spliced reads
9600000 valid, 821508 problematic spliced reads
9700000 valid, 830106 problematic spliced reads
9800000 valid, 838642 problematic spliced reads
9900000 valid, 847329 problematic spliced reads
10000000 valid, 856026 problematic spliced reads
10100000 valid, 864596 problematic spliced reads
10200000 valid, 873082 problematic spliced reads
10300000 valid, 881605 problematic spliced reads
10400000 valid, 890096 problematic spliced reads
10500000 valid, 898571 problematic spliced reads
10600000 valid, 906992 problematic spliced reads
10700000 valid, 915478 problematic spliced reads
10800000 valid, 924062 problematic spliced reads
10900000 valid, 932542 problematic spliced reads
11000000 valid, 940865 problematic spliced reads
11100000 valid, 949386 problematic spliced reads
11200000 valid, 957734 problematic spliced reads
11300000 valid, 966292 problematic spliced reads
11400000 valid, 974929 problematic spliced reads
11500000 valid, 983390 problematic spliced reads
11600000 valid, 991870 problematic spliced reads
11700000 valid, 1000361 problematic spliced reads
11800000 valid, 1008946 problematic spliced reads
11900000 valid, 1017736 problematic spliced reads
12000000 valid, 1026223 problematic spliced reads
12100000 valid, 1034827 problematic spliced reads
12200000 valid, 1043232 problematic spliced reads
12300000 valid, 1051756 problematic spliced reads
12400000 valid, 1060492 problematic spliced reads
12500000 valid, 1069061 problematic spliced reads
12600000 valid, 1077492 problematic spliced reads
12700000 valid, 1086265 problematic spliced reads
12800000 valid, 1094773 problematic spliced reads
12900000 valid, 1103380 problematic spliced reads
13000000 valid, 1112136 problematic spliced reads
13100000 valid, 1120739 problematic spliced reads
13200000 valid, 1129228 problematic spliced reads
13300000 valid, 1137734 problematic spliced reads
13400000 valid, 1146336 problematic spliced reads
13500000 valid, 1154928 problematic spliced reads
13600000 valid, 1163440 problematic spliced reads
13700000 valid, 1172129 problematic spliced reads
13800000 valid, 1180667 problematic spliced reads
13900000 valid, 1189323 problematic spliced reads
14000000 valid, 1197813 problematic spliced reads
14100000 valid, 1206221 problematic spliced reads
14200000 valid, 1214736 problematic spliced reads
14300000 valid, 1223293 problematic spliced reads
14400000 valid, 1231878 problematic spliced reads
14500000 valid, 1240507 problematic spliced reads
14600000 valid, 1249169 problematic spliced reads
14700000 valid, 1257604 problematic spliced reads
14800000 valid, 1266267 problematic spliced reads
14900000 valid, 1274963 problematic spliced reads
15000000 valid, 1283785 problematic spliced reads
15100000 valid, 1292370 problematic spliced reads
15200000 valid, 1300957 problematic spliced reads
15300000 valid, 1309763 problematic spliced reads
15400000 valid, 1318494 problematic spliced reads
15500000 valid, 1327087 problematic spliced reads
15600000 valid, 1335647 problematic spliced reads
15700000 valid, 1344429 problematic spliced reads
15800000 valid, 1353066 problematic spliced reads
15900000 valid, 1361717 problematic spliced reads
16000000 valid, 1370406 problematic spliced reads
16100000 valid, 1379026 problematic spliced reads
16200000 valid, 1387819 problematic spliced reads
16300000 valid, 1396366 problematic spliced reads
16400000 valid, 1404726 problematic spliced reads
16500000 valid, 1413696 problematic spliced reads
16600000 valid, 1422440 problematic spliced reads
16700000 valid, 1431145 problematic spliced reads
16800000 valid, 1439836 problematic spliced reads
16900000 valid, 1448498 problematic spliced reads
17000000 valid, 1457121 problematic spliced reads
17100000 valid, 1465713 problematic spliced reads
17200000 valid, 1474434 problematic spliced reads
17300000 valid, 1483215 problematic spliced reads
17400000 valid, 1491826 problematic spliced reads
17500000 valid, 1500680 problematic spliced reads
17600000 valid, 1509461 problematic spliced reads
17700000 valid, 1517989 problematic spliced reads
17800000 valid, 1526565 problematic spliced reads
17900000 valid, 1535160 problematic spliced reads
18000000 valid, 1543736 problematic spliced reads
18100000 valid, 1552291 problematic spliced reads
18200000 valid, 1560972 problematic spliced reads
18300000 valid, 1569576 problematic spliced reads
18400000 valid, 1578101 problematic spliced reads
18500000 valid, 1586515 problematic spliced reads
18600000 valid, 1595130 problematic spliced reads
18700000 valid, 1604030 problematic spliced reads
18800000 valid, 1612561 problematic spliced reads
18900000 valid, 1621284 problematic spliced reads
19000000 valid, 1629920 problematic spliced reads
19100000 valid, 1638463 problematic spliced reads
19200000 valid, 1647105 problematic spliced reads
19300000 valid, 1655781 problematic spliced reads
19400000 valid, 1664402 problematic spliced reads
19500000 valid, 1673187 problematic spliced reads
19600000 valid, 1682008 problematic spliced reads
19700000 valid, 1690640 problematic spliced reads
19800000 valid, 1699245 problematic spliced reads
19900000 valid, 1707951 problematic spliced reads
20000000 valid, 1716540 problematic spliced reads
20100000 valid, 1725064 problematic spliced reads
20200000 valid, 1733610 problematic spliced reads
20300000 valid, 1742028 problematic spliced reads
20400000 valid, 1750708 problematic spliced reads
20500000 valid, 1759298 problematic spliced reads
20600000 valid, 1767781 problematic spliced reads
20700000 valid, 1776369 problematic spliced reads
20800000 valid, 1785000 problematic spliced reads
20900000 valid, 1793632 problematic spliced reads
21000000 valid, 1802299 problematic spliced reads
21100000 valid, 1810746 problematic spliced reads
21200000 valid, 1819367 problematic spliced reads
21300000 valid, 1828003 problematic spliced reads
21400000 valid, 1836824 problematic spliced reads
21500000 valid, 1845646 problematic spliced reads
21600000 valid, 1854382 problematic spliced reads
21700000 valid, 1863013 problematic spliced reads
21800000 valid, 1871492 problematic spliced reads
21900000 valid, 1879837 problematic spliced reads
