Converting /oak/stanford/groups/smontgom/lonet/motrpac/star_secondpass/90115015505/90115015505Aligned.out.bam to /oak/stanford/groups/smontgom/lonet/motrpac/star_secondpass/90115015505/90115015505Aligned.out.bam.junc
100000 valid, 8634 problematic spliced reads
200000 valid, 17106 problematic spliced reads
300000 valid, 25647 problematic spliced reads
400000 valid, 34173 problematic spliced reads
500000 valid, 42605 problematic spliced reads
600000 valid, 51135 problematic spliced reads
700000 valid, 59804 problematic spliced reads
800000 valid, 68432 problematic spliced reads
900000 valid, 76888 problematic spliced reads
1000000 valid, 85325 problematic spliced reads
1100000 valid, 93712 problematic spliced reads
1200000 valid, 102319 problematic spliced reads
1300000 valid, 111032 problematic spliced reads
1400000 valid, 119379 problematic spliced reads
1500000 valid, 127695 problematic spliced reads
1600000 valid, 136270 problematic spliced reads
1700000 valid, 144855 problematic spliced reads
1800000 valid, 153325 problematic spliced reads
1900000 valid, 161759 problematic spliced reads
2000000 valid, 170122 problematic spliced reads
2100000 valid, 178535 problematic spliced reads
2200000 valid, 187102 problematic spliced reads
2300000 valid, 195541 problematic spliced reads
2400000 valid, 204117 problematic spliced reads
2500000 valid, 212538 problematic spliced reads
2600000 valid, 221284 problematic spliced reads
2700000 valid, 229831 problematic spliced reads
2800000 valid, 238289 problematic spliced reads
2900000 valid, 246888 problematic spliced reads
3000000 valid, 255480 problematic spliced reads
3100000 valid, 263925 problematic spliced reads
3200000 valid, 272773 problematic spliced reads
3300000 valid, 281307 problematic spliced reads
3400000 valid, 289955 problematic spliced reads
3500000 valid, 298730 problematic spliced reads
3600000 valid, 307448 problematic spliced reads
3700000 valid, 315854 problematic spliced reads
3800000 valid, 324367 problematic spliced reads
3900000 valid, 332979 problematic spliced reads
4000000 valid, 341569 problematic spliced reads
4100000 valid, 350221 problematic spliced reads
4200000 valid, 358717 problematic spliced reads
4300000 valid, 367157 problematic spliced reads
4400000 valid, 375728 problematic spliced reads
4500000 valid, 384371 problematic spliced reads
4600000 valid, 392846 problematic spliced reads
4700000 valid, 401339 problematic spliced reads
4800000 valid, 409818 problematic spliced reads
4900000 valid, 418218 problematic spliced reads
5000000 valid, 426933 problematic spliced reads
5100000 valid, 435309 problematic spliced reads
5200000 valid, 443899 problematic spliced reads
5300000 valid, 452454 problematic spliced reads
5400000 valid, 461266 problematic spliced reads
5500000 valid, 470023 problematic spliced reads
5600000 valid, 478708 problematic spliced reads
5700000 valid, 487190 problematic spliced reads
5800000 valid, 495782 problematic spliced reads
5900000 valid, 504373 problematic spliced reads
6000000 valid, 512807 problematic spliced reads
6100000 valid, 521394 problematic spliced reads
6200000 valid, 529798 problematic spliced reads
6300000 valid, 538203 problematic spliced reads
6400000 valid, 547016 problematic spliced reads
6500000 valid, 555595 problematic spliced reads
6600000 valid, 564105 problematic spliced reads
6700000 valid, 572599 problematic spliced reads
6800000 valid, 581094 problematic spliced reads
6900000 valid, 589430 problematic spliced reads
7000000 valid, 598007 problematic spliced reads
7100000 valid, 606554 problematic spliced reads
7200000 valid, 614863 problematic spliced reads
7300000 valid, 623427 problematic spliced reads
7400000 valid, 631875 problematic spliced reads
7500000 valid, 640584 problematic spliced reads
7600000 valid, 649077 problematic spliced reads
7700000 valid, 657694 problematic spliced reads
7800000 valid, 666397 problematic spliced reads
7900000 valid, 675067 problematic spliced reads
8000000 valid, 683434 problematic spliced reads
8100000 valid, 692114 problematic spliced reads
8200000 valid, 700914 problematic spliced reads
8300000 valid, 709500 problematic spliced reads
8400000 valid, 718008 problematic spliced reads
8500000 valid, 726653 problematic spliced reads
8600000 valid, 735269 problematic spliced reads
8700000 valid, 743803 problematic spliced reads
8800000 valid, 752429 problematic spliced reads
8900000 valid, 761165 problematic spliced reads
9000000 valid, 769684 problematic spliced reads
9100000 valid, 778222 problematic spliced reads
9200000 valid, 786631 problematic spliced reads
9300000 valid, 795299 problematic spliced reads
9400000 valid, 803791 problematic spliced reads
9500000 valid, 812291 problematic spliced reads
9600000 valid, 820876 problematic spliced reads
