Converting /oak/stanford/groups/smontgom/lonet/motrpac/star_secondpass/90129015505/90129015505Aligned.out.bam to /oak/stanford/groups/smontgom/lonet/motrpac/star_secondpass/90129015505/90129015505Aligned.out.bam.junc
100000 valid, 8438 problematic spliced reads
200000 valid, 16559 problematic spliced reads
300000 valid, 24856 problematic spliced reads
400000 valid, 33154 problematic spliced reads
500000 valid, 41207 problematic spliced reads
600000 valid, 49450 problematic spliced reads
700000 valid, 57578 problematic spliced reads
800000 valid, 65874 problematic spliced reads
900000 valid, 74020 problematic spliced reads
1000000 valid, 82311 problematic spliced reads
1100000 valid, 90365 problematic spliced reads
1200000 valid, 98514 problematic spliced reads
1300000 valid, 106657 problematic spliced reads
1400000 valid, 114780 problematic spliced reads
1500000 valid, 123002 problematic spliced reads
1600000 valid, 131070 problematic spliced reads
1700000 valid, 139335 problematic spliced reads
1800000 valid, 147696 problematic spliced reads
1900000 valid, 156117 problematic spliced reads
2000000 valid, 164541 problematic spliced reads
2100000 valid, 172779 problematic spliced reads
2200000 valid, 180803 problematic spliced reads
2300000 valid, 189034 problematic spliced reads
2400000 valid, 197295 problematic spliced reads
2500000 valid, 205487 problematic spliced reads
2600000 valid, 213658 problematic spliced reads
2700000 valid, 221750 problematic spliced reads
2800000 valid, 229965 problematic spliced reads
2900000 valid, 238192 problematic spliced reads
3000000 valid, 246653 problematic spliced reads
3100000 valid, 255041 problematic spliced reads
3200000 valid, 263145 problematic spliced reads
3300000 valid, 271315 problematic spliced reads
3400000 valid, 279698 problematic spliced reads
3500000 valid, 287859 problematic spliced reads
3600000 valid, 296128 problematic spliced reads
3700000 valid, 304381 problematic spliced reads
3800000 valid, 312723 problematic spliced reads
3900000 valid, 320888 problematic spliced reads
4000000 valid, 329131 problematic spliced reads
4100000 valid, 337311 problematic spliced reads
4200000 valid, 345406 problematic spliced reads
4300000 valid, 353649 problematic spliced reads
4400000 valid, 361717 problematic spliced reads
4500000 valid, 369804 problematic spliced reads
4600000 valid, 377970 problematic spliced reads
4700000 valid, 386089 problematic spliced reads
4800000 valid, 394230 problematic spliced reads
4900000 valid, 402351 problematic spliced reads
5000000 valid, 410688 problematic spliced reads
5100000 valid, 418974 problematic spliced reads
5200000 valid, 427178 problematic spliced reads
5300000 valid, 435367 problematic spliced reads
5400000 valid, 443418 problematic spliced reads
5500000 valid, 451740 problematic spliced reads
5600000 valid, 459883 problematic spliced reads
5700000 valid, 468124 problematic spliced reads
5800000 valid, 476532 problematic spliced reads
5900000 valid, 484648 problematic spliced reads
6000000 valid, 492872 problematic spliced reads
6100000 valid, 501059 problematic spliced reads
6200000 valid, 509245 problematic spliced reads
6300000 valid, 517419 problematic spliced reads
6400000 valid, 525637 problematic spliced reads
6500000 valid, 533866 problematic spliced reads
6600000 valid, 542205 problematic spliced reads
6700000 valid, 550318 problematic spliced reads
6800000 valid, 558389 problematic spliced reads
6900000 valid, 566695 problematic spliced reads
7000000 valid, 574888 problematic spliced reads
7100000 valid, 583066 problematic spliced reads
7200000 valid, 591175 problematic spliced reads
7300000 valid, 599359 problematic spliced reads
7400000 valid, 607420 problematic spliced reads
7500000 valid, 615523 problematic spliced reads
7600000 valid, 623686 problematic spliced reads
7700000 valid, 631934 problematic spliced reads
7800000 valid, 640113 problematic spliced reads
7900000 valid, 648393 problematic spliced reads
8000000 valid, 656479 problematic spliced reads
8100000 valid, 664473 problematic spliced reads
8200000 valid, 672696 problematic spliced reads
8300000 valid, 681007 problematic spliced reads
8400000 valid, 689276 problematic spliced reads
8500000 valid, 697551 problematic spliced reads
8600000 valid, 705746 problematic spliced reads
8700000 valid, 714043 problematic spliced reads
8800000 valid, 722334 problematic spliced reads
8900000 valid, 730699 problematic spliced reads
9000000 valid, 738911 problematic spliced reads
9100000 valid, 746941 problematic spliced reads
9200000 valid, 755223 problematic spliced reads
9300000 valid, 763375 problematic spliced reads
9400000 valid, 771572 problematic spliced reads
9500000 valid, 779882 problematic spliced reads
9600000 valid, 787888 problematic spliced reads
9700000 valid, 796171 problematic spliced reads
9800000 valid, 804325 problematic spliced reads
9900000 valid, 812581 problematic spliced reads
10000000 valid, 820886 problematic spliced reads
10100000 valid, 829020 problematic spliced reads
10200000 valid, 837295 problematic spliced reads
10300000 valid, 845581 problematic spliced reads
10400000 valid, 853771 problematic spliced reads
10500000 valid, 861850 problematic spliced reads
10600000 valid, 870106 problematic spliced reads
10700000 valid, 878400 problematic spliced reads
10800000 valid, 886626 problematic spliced reads
10900000 valid, 894696 problematic spliced reads
11000000 valid, 902947 problematic spliced reads
11100000 valid, 911217 problematic spliced reads
