Converting /oak/stanford/groups/smontgom/lonet/motrpac/star_secondpass/90009015505/90009015505Aligned.out.bam to /oak/stanford/groups/smontgom/lonet/motrpac/star_secondpass/90009015505/90009015505Aligned.out.bam.junc
100000 valid, 8053 problematic spliced reads
200000 valid, 16140 problematic spliced reads
300000 valid, 23970 problematic spliced reads
400000 valid, 31834 problematic spliced reads
500000 valid, 39738 problematic spliced reads
600000 valid, 47795 problematic spliced reads
700000 valid, 56012 problematic spliced reads
800000 valid, 63915 problematic spliced reads
900000 valid, 71855 problematic spliced reads
1000000 valid, 80232 problematic spliced reads
1100000 valid, 88092 problematic spliced reads
1200000 valid, 96195 problematic spliced reads
1300000 valid, 104275 problematic spliced reads
1400000 valid, 112279 problematic spliced reads
1500000 valid, 120527 problematic spliced reads
1600000 valid, 128322 problematic spliced reads
1700000 valid, 136362 problematic spliced reads
1800000 valid, 144270 problematic spliced reads
1900000 valid, 152160 problematic spliced reads
2000000 valid, 160162 problematic spliced reads
2100000 valid, 168103 problematic spliced reads
2200000 valid, 176003 problematic spliced reads
2300000 valid, 183994 problematic spliced reads
2400000 valid, 191949 problematic spliced reads
2500000 valid, 200003 problematic spliced reads
2600000 valid, 207895 problematic spliced reads
2700000 valid, 215955 problematic spliced reads
2800000 valid, 224038 problematic spliced reads
2900000 valid, 231991 problematic spliced reads
3000000 valid, 239985 problematic spliced reads
3100000 valid, 247766 problematic spliced reads
3200000 valid, 255682 problematic spliced reads
3300000 valid, 263637 problematic spliced reads
3400000 valid, 271575 problematic spliced reads
3500000 valid, 279475 problematic spliced reads
3600000 valid, 287350 problematic spliced reads
3700000 valid, 295186 problematic spliced reads
3800000 valid, 303215 problematic spliced reads
3900000 valid, 311249 problematic spliced reads
4000000 valid, 319214 problematic spliced reads
4100000 valid, 327142 problematic spliced reads
4200000 valid, 335140 problematic spliced reads
4300000 valid, 343021 problematic spliced reads
4400000 valid, 350971 problematic spliced reads
4500000 valid, 359010 problematic spliced reads
4600000 valid, 366977 problematic spliced reads
4700000 valid, 375068 problematic spliced reads
4800000 valid, 383112 problematic spliced reads
4900000 valid, 391180 problematic spliced reads
5000000 valid, 399213 problematic spliced reads
5100000 valid, 407405 problematic spliced reads
5200000 valid, 415549 problematic spliced reads
5300000 valid, 423494 problematic spliced reads
5400000 valid, 431613 problematic spliced reads
5500000 valid, 439779 problematic spliced reads
5600000 valid, 447812 problematic spliced reads
5700000 valid, 455706 problematic spliced reads
5800000 valid, 463732 problematic spliced reads
5900000 valid, 471800 problematic spliced reads
6000000 valid, 479716 problematic spliced reads
6100000 valid, 487819 problematic spliced reads
6200000 valid, 495868 problematic spliced reads
6300000 valid, 503905 problematic spliced reads
6400000 valid, 512029 problematic spliced reads
6500000 valid, 520066 problematic spliced reads
6600000 valid, 528202 problematic spliced reads
6700000 valid, 536236 problematic spliced reads
6800000 valid, 544395 problematic spliced reads
6900000 valid, 552614 problematic spliced reads
7000000 valid, 560627 problematic spliced reads
7100000 valid, 568539 problematic spliced reads
7200000 valid, 576652 problematic spliced reads
7300000 valid, 584922 problematic spliced reads
7400000 valid, 593125 problematic spliced reads
7500000 valid, 601207 problematic spliced reads
7600000 valid, 609326 problematic spliced reads
7700000 valid, 617398 problematic spliced reads
7800000 valid, 625553 problematic spliced reads
7900000 valid, 633685 problematic spliced reads
8000000 valid, 641940 problematic spliced reads
8100000 valid, 649998 problematic spliced reads
8200000 valid, 658097 problematic spliced reads
8300000 valid, 666223 problematic spliced reads
8400000 valid, 674202 problematic spliced reads
8500000 valid, 682303 problematic spliced reads
8600000 valid, 690330 problematic spliced reads
8700000 valid, 698422 problematic spliced reads
8800000 valid, 706585 problematic spliced reads
8900000 valid, 714583 problematic spliced reads
9000000 valid, 722638 problematic spliced reads
9100000 valid, 730728 problematic spliced reads
9200000 valid, 738895 problematic spliced reads
9300000 valid, 746816 problematic spliced reads
9400000 valid, 754975 problematic spliced reads
9500000 valid, 763076 problematic spliced reads
9600000 valid, 771044 problematic spliced reads
9700000 valid, 778988 problematic spliced reads
9800000 valid, 787048 problematic spliced reads
9900000 valid, 795152 problematic spliced reads
10000000 valid, 803120 problematic spliced reads
10100000 valid, 811220 problematic spliced reads
10200000 valid, 819173 problematic spliced reads
10300000 valid, 827154 problematic spliced reads
10400000 valid, 835161 problematic spliced reads
10500000 valid, 843279 problematic spliced reads
10600000 valid, 851483 problematic spliced reads
10700000 valid, 859540 problematic spliced reads
10800000 valid, 867644 problematic spliced reads
10900000 valid, 875711 problematic spliced reads
11000000 valid, 883766 problematic spliced reads
11100000 valid, 891809 problematic spliced reads
11200000 valid, 899784 problematic spliced reads
11300000 valid, 907763 problematic spliced reads
11400000 valid, 915866 problematic spliced reads
11500000 valid, 923903 problematic spliced reads
11600000 valid, 932089 problematic spliced reads
11700000 valid, 940105 problematic spliced reads
11800000 valid, 948180 problematic spliced reads
11900000 valid, 956405 problematic spliced reads
12000000 valid, 964522 problematic spliced reads
12100000 valid, 972527 problematic spliced reads
12200000 valid, 980569 problematic spliced reads
12300000 valid, 988723 problematic spliced reads
12400000 valid, 996815 problematic spliced reads
12500000 valid, 1004918 problematic spliced reads
12600000 valid, 1013045 problematic spliced reads
12700000 valid, 1021173 problematic spliced reads
12800000 valid, 1029208 problematic spliced reads
12900000 valid, 1037357 problematic spliced reads
13000000 valid, 1045308 problematic spliced reads
13100000 valid, 1053361 problematic spliced reads
13200000 valid, 1061268 problematic spliced reads
13300000 valid, 1069332 problematic spliced reads
13400000 valid, 1077273 problematic spliced reads
13500000 valid, 1085537 problematic spliced reads
13600000 valid, 1093564 problematic spliced reads
13700000 valid, 1101556 problematic spliced reads
