Converting /oak/stanford/groups/smontgom/lonet/motrpac/star_secondpass/90159015505/90159015505Aligned.out.bam to /oak/stanford/groups/smontgom/lonet/motrpac/star_secondpass/90159015505/90159015505Aligned.out.bam.junc
100000 valid, 9515 problematic spliced reads
200000 valid, 19473 problematic spliced reads
300000 valid, 29029 problematic spliced reads
400000 valid, 38787 problematic spliced reads
500000 valid, 48505 problematic spliced reads
600000 valid, 58332 problematic spliced reads
700000 valid, 68026 problematic spliced reads
800000 valid, 77691 problematic spliced reads
900000 valid, 87306 problematic spliced reads
1000000 valid, 96817 problematic spliced reads
1100000 valid, 106363 problematic spliced reads
1200000 valid, 115833 problematic spliced reads
1300000 valid, 125392 problematic spliced reads
1400000 valid, 135066 problematic spliced reads
1500000 valid, 144610 problematic spliced reads
1600000 valid, 154159 problematic spliced reads
1700000 valid, 163541 problematic spliced reads
1800000 valid, 173504 problematic spliced reads
1900000 valid, 183224 problematic spliced reads
2000000 valid, 193000 problematic spliced reads
2100000 valid, 202759 problematic spliced reads
2200000 valid, 212355 problematic spliced reads
2300000 valid, 222048 problematic spliced reads
2400000 valid, 231612 problematic spliced reads
2500000 valid, 240956 problematic spliced reads
2600000 valid, 250641 problematic spliced reads
2700000 valid, 260244 problematic spliced reads
2800000 valid, 269888 problematic spliced reads
2900000 valid, 279591 problematic spliced reads
3000000 valid, 289318 problematic spliced reads
3100000 valid, 298806 problematic spliced reads
3200000 valid, 308470 problematic spliced reads
3300000 valid, 318155 problematic spliced reads
3400000 valid, 327742 problematic spliced reads
3500000 valid, 337577 problematic spliced reads
3600000 valid, 347026 problematic spliced reads
3700000 valid, 356467 problematic spliced reads
3800000 valid, 366031 problematic spliced reads
3900000 valid, 375714 problematic spliced reads
4000000 valid, 385294 problematic spliced reads
4100000 valid, 395044 problematic spliced reads
4200000 valid, 404564 problematic spliced reads
4300000 valid, 414304 problematic spliced reads
4400000 valid, 423964 problematic spliced reads
4500000 valid, 433925 problematic spliced reads
4600000 valid, 443606 problematic spliced reads
4700000 valid, 453275 problematic spliced reads
4800000 valid, 462914 problematic spliced reads
4900000 valid, 472607 problematic spliced reads
5000000 valid, 482154 problematic spliced reads
5100000 valid, 491936 problematic spliced reads
5200000 valid, 501672 problematic spliced reads
5300000 valid, 511222 problematic spliced reads
5400000 valid, 520748 problematic spliced reads
5500000 valid, 530366 problematic spliced reads
5600000 valid, 540188 problematic spliced reads
5700000 valid, 549964 problematic spliced reads
5800000 valid, 559620 problematic spliced reads
5900000 valid, 569176 problematic spliced reads
6000000 valid, 578771 problematic spliced reads
6100000 valid, 588515 problematic spliced reads
6200000 valid, 598368 problematic spliced reads
6300000 valid, 608073 problematic spliced reads
6400000 valid, 617786 problematic spliced reads
6500000 valid, 627343 problematic spliced reads
6600000 valid, 636964 problematic spliced reads
6700000 valid, 646561 problematic spliced reads
6800000 valid, 656216 problematic spliced reads
6900000 valid, 665800 problematic spliced reads
7000000 valid, 675719 problematic spliced reads
7100000 valid, 685338 problematic spliced reads
7200000 valid, 695126 problematic spliced reads
7300000 valid, 704732 problematic spliced reads
7400000 valid, 714517 problematic spliced reads
7500000 valid, 724217 problematic spliced reads
7600000 valid, 733837 problematic spliced reads
7700000 valid, 743297 problematic spliced reads
7800000 valid, 753154 problematic spliced reads
7900000 valid, 762910 problematic spliced reads
8000000 valid, 772540 problematic spliced reads
8100000 valid, 782309 problematic spliced reads
8200000 valid, 792053 problematic spliced reads
8300000 valid, 801956 problematic spliced reads
8400000 valid, 812012 problematic spliced reads
8500000 valid, 822034 problematic spliced reads
8600000 valid, 831822 problematic spliced reads
8700000 valid, 841719 problematic spliced reads
8800000 valid, 851585 problematic spliced reads
8900000 valid, 861425 problematic spliced reads
9000000 valid, 871375 problematic spliced reads
9100000 valid, 881245 problematic spliced reads
9200000 valid, 891114 problematic spliced reads
9300000 valid, 901009 problematic spliced reads
9400000 valid, 910953 problematic spliced reads
9500000 valid, 920707 problematic spliced reads
9600000 valid, 930806 problematic spliced reads
9700000 valid, 940609 problematic spliced reads
9800000 valid, 950444 problematic spliced reads
9900000 valid, 960611 problematic spliced reads
10000000 valid, 970239 problematic spliced reads
10100000 valid, 980090 problematic spliced reads
10200000 valid, 989778 problematic spliced reads
10300000 valid, 999612 problematic spliced reads
10400000 valid, 1009103 problematic spliced reads
10500000 valid, 1018912 problematic spliced reads
10600000 valid, 1028659 problematic spliced reads
10700000 valid, 1038435 problematic spliced reads
10800000 valid, 1048323 problematic spliced reads
10900000 valid, 1057934 problematic spliced reads
11000000 valid, 1067645 problematic spliced reads
11100000 valid, 1077504 problematic spliced reads
11200000 valid, 1087318 problematic spliced reads
