Converting /oak/stanford/groups/smontgom/lonet/motrpac/star_secondpass/90157015505/90157015505Aligned.out.bam to /oak/stanford/groups/smontgom/lonet/motrpac/star_secondpass/90157015505/90157015505Aligned.out.bam.junc
100000 valid, 8573 problematic spliced reads
200000 valid, 17060 problematic spliced reads
300000 valid, 25523 problematic spliced reads
400000 valid, 33945 problematic spliced reads
500000 valid, 42401 problematic spliced reads
600000 valid, 50964 problematic spliced reads
700000 valid, 59300 problematic spliced reads
800000 valid, 67668 problematic spliced reads
900000 valid, 76064 problematic spliced reads
1000000 valid, 84386 problematic spliced reads
1100000 valid, 92670 problematic spliced reads
1200000 valid, 101042 problematic spliced reads
1300000 valid, 109575 problematic spliced reads
1400000 valid, 118020 problematic spliced reads
1500000 valid, 126594 problematic spliced reads
1600000 valid, 135041 problematic spliced reads
1700000 valid, 143502 problematic spliced reads
1800000 valid, 151868 problematic spliced reads
1900000 valid, 160314 problematic spliced reads
2000000 valid, 168850 problematic spliced reads
2100000 valid, 177398 problematic spliced reads
2200000 valid, 185966 problematic spliced reads
2300000 valid, 194315 problematic spliced reads
2400000 valid, 202683 problematic spliced reads
2500000 valid, 211194 problematic spliced reads
2600000 valid, 219542 problematic spliced reads
2700000 valid, 228092 problematic spliced reads
2800000 valid, 236625 problematic spliced reads
2900000 valid, 245128 problematic spliced reads
3000000 valid, 253513 problematic spliced reads
3100000 valid, 262100 problematic spliced reads
3200000 valid, 270747 problematic spliced reads
3300000 valid, 279150 problematic spliced reads
3400000 valid, 287547 problematic spliced reads
3500000 valid, 296086 problematic spliced reads
3600000 valid, 304577 problematic spliced reads
3700000 valid, 313290 problematic spliced reads
3800000 valid, 321864 problematic spliced reads
3900000 valid, 330005 problematic spliced reads
4000000 valid, 338602 problematic spliced reads
4100000 valid, 346896 problematic spliced reads
4200000 valid, 355414 problematic spliced reads
4300000 valid, 364107 problematic spliced reads
4400000 valid, 372735 problematic spliced reads
4500000 valid, 381245 problematic spliced reads
4600000 valid, 389804 problematic spliced reads
4700000 valid, 398290 problematic spliced reads
4800000 valid, 406746 problematic spliced reads
4900000 valid, 414943 problematic spliced reads
5000000 valid, 423361 problematic spliced reads
5100000 valid, 431839 problematic spliced reads
5200000 valid, 440506 problematic spliced reads
5300000 valid, 448832 problematic spliced reads
5400000 valid, 457189 problematic spliced reads
5500000 valid, 465811 problematic spliced reads
5600000 valid, 474281 problematic spliced reads
5700000 valid, 482758 problematic spliced reads
5800000 valid, 491272 problematic spliced reads
5900000 valid, 499618 problematic spliced reads
6000000 valid, 508077 problematic spliced reads
6100000 valid, 516724 problematic spliced reads
6200000 valid, 525222 problematic spliced reads
6300000 valid, 533643 problematic spliced reads
6400000 valid, 541987 problematic spliced reads
6500000 valid, 550446 problematic spliced reads
6600000 valid, 558868 problematic spliced reads
6700000 valid, 567299 problematic spliced reads
6800000 valid, 575758 problematic spliced reads
6900000 valid, 584433 problematic spliced reads
7000000 valid, 592864 problematic spliced reads
7100000 valid, 601232 problematic spliced reads
7200000 valid, 609671 problematic spliced reads
7300000 valid, 618051 problematic spliced reads
7400000 valid, 626472 problematic spliced reads
7500000 valid, 634778 problematic spliced reads
7600000 valid, 643178 problematic spliced reads
7700000 valid, 651621 problematic spliced reads
7800000 valid, 660014 problematic spliced reads
7900000 valid, 668442 problematic spliced reads
8000000 valid, 676928 problematic spliced reads
8100000 valid, 685324 problematic spliced reads
8200000 valid, 693895 problematic spliced reads
8300000 valid, 702305 problematic spliced reads
8400000 valid, 710740 problematic spliced reads
8500000 valid, 719056 problematic spliced reads
8600000 valid, 727441 problematic spliced reads
8700000 valid, 735957 problematic spliced reads
8800000 valid, 744548 problematic spliced reads
8900000 valid, 753017 problematic spliced reads
9000000 valid, 761401 problematic spliced reads
9100000 valid, 769821 problematic spliced reads
9200000 valid, 778355 problematic spliced reads
9300000 valid, 786847 problematic spliced reads
9400000 valid, 795269 problematic spliced reads
9500000 valid, 803629 problematic spliced reads
9600000 valid, 812317 problematic spliced reads
9700000 valid, 820679 problematic spliced reads
9800000 valid, 829146 problematic spliced reads
9900000 valid, 837534 problematic spliced reads
10000000 valid, 846094 problematic spliced reads
10100000 valid, 854614 problematic spliced reads
10200000 valid, 862961 problematic spliced reads
10300000 valid, 871560 problematic spliced reads
10400000 valid, 880014 problematic spliced reads
10500000 valid, 888662 problematic spliced reads
10600000 valid, 897104 problematic spliced reads
10700000 valid, 905487 problematic spliced reads
10800000 valid, 914270 problematic spliced reads
10900000 valid, 922623 problematic spliced reads
11000000 valid, 931018 problematic spliced reads
11100000 valid, 939294 problematic spliced reads
11200000 valid, 947876 problematic spliced reads
11300000 valid, 956276 problematic spliced reads
11400000 valid, 964747 problematic spliced reads
11500000 valid, 973385 problematic spliced reads
11600000 valid, 982031 problematic spliced reads
11700000 valid, 990197 problematic spliced reads
11800000 valid, 998587 problematic spliced reads
11900000 valid, 1007073 problematic spliced reads
12000000 valid, 1015595 problematic spliced reads
12100000 valid, 1024347 problematic spliced reads
12200000 valid, 1033038 problematic spliced reads
12300000 valid, 1041702 problematic spliced reads
12400000 valid, 1050204 problematic spliced reads
12500000 valid, 1058789 problematic spliced reads
12600000 valid, 1067402 problematic spliced reads
12700000 valid, 1076012 problematic spliced reads
12800000 valid, 1084499 problematic spliced reads
12900000 valid, 1093334 problematic spliced reads
13000000 valid, 1101960 problematic spliced reads
13100000 valid, 1110608 problematic spliced reads
13200000 valid, 1119194 problematic spliced reads
13300000 valid, 1127758 problematic spliced reads
13400000 valid, 1136288 problematic spliced reads
13500000 valid, 1144884 problematic spliced reads
13600000 valid, 1153468 problematic spliced reads
13700000 valid, 1162084 problematic spliced reads
13800000 valid, 1170768 problematic spliced reads
13900000 valid, 1179443 problematic spliced reads
14000000 valid, 1188156 problematic spliced reads
14100000 valid, 1196739 problematic spliced reads
14200000 valid, 1205296 problematic spliced reads
14300000 valid, 1213923 problematic spliced reads
14400000 valid, 1222550 problematic spliced reads
14500000 valid, 1231035 problematic spliced reads
14600000 valid, 1239588 problematic spliced reads
14700000 valid, 1248294 problematic spliced reads
14800000 valid, 1256757 problematic spliced reads
14900000 valid, 1265354 problematic spliced reads
15000000 valid, 1273959 problematic spliced reads
15100000 valid, 1282384 problematic spliced reads
15200000 valid, 1291078 problematic spliced reads
15300000 valid, 1299385 problematic spliced reads
15400000 valid, 1308012 problematic spliced reads
15500000 valid, 1316593 problematic spliced reads
15600000 valid, 1325152 problematic spliced reads
15700000 valid, 1333564 problematic spliced reads
15800000 valid, 1342010 problematic spliced reads
15900000 valid, 1350625 problematic spliced reads
16000000 valid, 1359088 problematic spliced reads
16100000 valid, 1367604 problematic spliced reads
16200000 valid, 1376002 problematic spliced reads
16300000 valid, 1384798 problematic spliced reads
16400000 valid, 1393326 problematic spliced reads
16500000 valid, 1401662 problematic spliced reads
16600000 valid, 1410110 problematic spliced reads
16700000 valid, 1418648 problematic spliced reads
16800000 valid, 1427034 problematic spliced reads
16900000 valid, 1435609 problematic spliced reads
17000000 valid, 1444034 problematic spliced reads
17100000 valid, 1452469 problematic spliced reads
17200000 valid, 1460963 problematic spliced reads
17300000 valid, 1469670 problematic spliced reads
17400000 valid, 1478162 problematic spliced reads
17500000 valid, 1486698 problematic spliced reads
17600000 valid, 1495201 problematic spliced reads
17700000 valid, 1503543 problematic spliced reads
17800000 valid, 1512152 problematic spliced reads
17900000 valid, 1520882 problematic spliced reads
18000000 valid, 1529514 problematic spliced reads
18100000 valid, 1537853 problematic spliced reads
18200000 valid, 1546337 problematic spliced reads
18300000 valid, 1554918 problematic spliced reads
18400000 valid, 1563428 problematic spliced reads
18500000 valid, 1572024 problematic spliced reads
18600000 valid, 1580633 problematic spliced reads
18700000 valid, 1589150 problematic spliced reads
18800000 valid, 1597732 problematic spliced reads
18900000 valid, 1605950 problematic spliced reads
19000000 valid, 1614498 problematic spliced reads
19100000 valid, 1623074 problematic spliced reads
19200000 valid, 1631543 problematic spliced reads
19300000 valid, 1640204 problematic spliced reads
19400000 valid, 1648502 problematic spliced reads
19500000 valid, 1656846 problematic spliced reads
19600000 valid, 1665263 problematic spliced reads
19700000 valid, 1673795 problematic spliced reads
19800000 valid, 1682452 problematic spliced reads
19900000 valid, 1691066 problematic spliced reads
20000000 valid, 1699524 problematic spliced reads
20100000 valid, 1708171 problematic spliced reads
20200000 valid, 1716641 problematic spliced reads
20300000 valid, 1725151 problematic spliced reads
20400000 valid, 1733682 problematic spliced reads
20500000 valid, 1742302 problematic spliced reads
20600000 valid, 1750829 problematic spliced reads
20700000 valid, 1759313 problematic spliced reads
20800000 valid, 1767761 problematic spliced reads
20900000 valid, 1776565 problematic spliced reads
21000000 valid, 1785056 problematic spliced reads
21100000 valid, 1793508 problematic spliced reads
21200000 valid, 1802096 problematic spliced reads
21300000 valid, 1810657 problematic spliced reads
21400000 valid, 1819235 problematic spliced reads
21500000 valid, 1827729 problematic spliced reads
21600000 valid, 1836454 problematic spliced reads
21700000 valid, 1844997 problematic spliced reads
21800000 valid, 1853516 problematic spliced reads
