Converting /oak/stanford/groups/smontgom/lonet/motrpac/star_secondpass/90047015505/90047015505Aligned.out.bam to /oak/stanford/groups/smontgom/lonet/motrpac/star_secondpass/90047015505/90047015505Aligned.out.bam.junc
100000 valid, 8363 problematic spliced reads
200000 valid, 16801 problematic spliced reads
300000 valid, 25094 problematic spliced reads
400000 valid, 33455 problematic spliced reads
500000 valid, 41767 problematic spliced reads
600000 valid, 50174 problematic spliced reads
700000 valid, 58417 problematic spliced reads
800000 valid, 66827 problematic spliced reads
900000 valid, 75076 problematic spliced reads
1000000 valid, 83539 problematic spliced reads
1100000 valid, 91921 problematic spliced reads
1200000 valid, 100207 problematic spliced reads
1300000 valid, 108450 problematic spliced reads
1400000 valid, 116802 problematic spliced reads
1500000 valid, 125055 problematic spliced reads
1600000 valid, 133375 problematic spliced reads
1700000 valid, 141622 problematic spliced reads
1800000 valid, 150083 problematic spliced reads
1900000 valid, 158272 problematic spliced reads
2000000 valid, 166599 problematic spliced reads
2100000 valid, 175006 problematic spliced reads
2200000 valid, 183349 problematic spliced reads
2300000 valid, 191686 problematic spliced reads
2400000 valid, 200154 problematic spliced reads
2500000 valid, 208608 problematic spliced reads
2600000 valid, 217116 problematic spliced reads
2700000 valid, 225569 problematic spliced reads
2800000 valid, 234042 problematic spliced reads
2900000 valid, 242185 problematic spliced reads
3000000 valid, 250379 problematic spliced reads
3100000 valid, 258683 problematic spliced reads
3200000 valid, 266883 problematic spliced reads
3300000 valid, 275005 problematic spliced reads
3400000 valid, 283227 problematic spliced reads
3500000 valid, 291533 problematic spliced reads
3600000 valid, 299720 problematic spliced reads
3700000 valid, 307999 problematic spliced reads
3800000 valid, 316218 problematic spliced reads
3900000 valid, 324605 problematic spliced reads
4000000 valid, 332835 problematic spliced reads
4100000 valid, 341076 problematic spliced reads
4200000 valid, 349459 problematic spliced reads
4300000 valid, 357695 problematic spliced reads
4400000 valid, 366108 problematic spliced reads
4500000 valid, 374445 problematic spliced reads
4600000 valid, 382715 problematic spliced reads
4700000 valid, 391215 problematic spliced reads
4800000 valid, 399538 problematic spliced reads
4900000 valid, 407789 problematic spliced reads
5000000 valid, 416063 problematic spliced reads
5100000 valid, 424222 problematic spliced reads
5200000 valid, 432710 problematic spliced reads
5300000 valid, 441066 problematic spliced reads
5400000 valid, 449563 problematic spliced reads
5500000 valid, 457926 problematic spliced reads
5600000 valid, 466222 problematic spliced reads
5700000 valid, 474505 problematic spliced reads
5800000 valid, 482846 problematic spliced reads
5900000 valid, 491111 problematic spliced reads
6000000 valid, 499591 problematic spliced reads
6100000 valid, 507772 problematic spliced reads
6200000 valid, 516124 problematic spliced reads
6300000 valid, 524514 problematic spliced reads
6400000 valid, 532687 problematic spliced reads
6500000 valid, 541039 problematic spliced reads
6600000 valid, 549314 problematic spliced reads
6700000 valid, 557593 problematic spliced reads
6800000 valid, 565836 problematic spliced reads
6900000 valid, 574108 problematic spliced reads
7000000 valid, 582413 problematic spliced reads
7100000 valid, 590619 problematic spliced reads
7200000 valid, 599026 problematic spliced reads
7300000 valid, 607385 problematic spliced reads
7400000 valid, 615537 problematic spliced reads
7500000 valid, 623812 problematic spliced reads
7600000 valid, 632017 problematic spliced reads
7700000 valid, 640387 problematic spliced reads
7800000 valid, 648773 problematic spliced reads
7900000 valid, 657109 problematic spliced reads
8000000 valid, 665372 problematic spliced reads
8100000 valid, 673767 problematic spliced reads
8200000 valid, 682108 problematic spliced reads
8300000 valid, 690438 problematic spliced reads
8400000 valid, 698627 problematic spliced reads
8500000 valid, 706872 problematic spliced reads
8600000 valid, 715297 problematic spliced reads
8700000 valid, 723602 problematic spliced reads
8800000 valid, 732026 problematic spliced reads
8900000 valid, 740176 problematic spliced reads
9000000 valid, 748407 problematic spliced reads
9100000 valid, 756755 problematic spliced reads
9200000 valid, 765150 problematic spliced reads
9300000 valid, 773405 problematic spliced reads
9400000 valid, 781762 problematic spliced reads
9500000 valid, 789953 problematic spliced reads
9600000 valid, 798472 problematic spliced reads
9700000 valid, 806823 problematic spliced reads
9800000 valid, 815122 problematic spliced reads
9900000 valid, 823635 problematic spliced reads
10000000 valid, 832028 problematic spliced reads
10100000 valid, 840582 problematic spliced reads
10200000 valid, 848948 problematic spliced reads
10300000 valid, 857409 problematic spliced reads
10400000 valid, 865730 problematic spliced reads
10500000 valid, 873905 problematic spliced reads
10600000 valid, 882401 problematic spliced reads
10700000 valid, 890827 problematic spliced reads
10800000 valid, 899279 problematic spliced reads
10900000 valid, 907687 problematic spliced reads
11000000 valid, 915995 problematic spliced reads
11100000 valid, 924199 problematic spliced reads
11200000 valid, 932280 problematic spliced reads
11300000 valid, 940488 problematic spliced reads
11400000 valid, 948751 problematic spliced reads
11500000 valid, 957043 problematic spliced reads
11600000 valid, 965590 problematic spliced reads
11700000 valid, 974082 problematic spliced reads
11800000 valid, 982457 problematic spliced reads
11900000 valid, 991044 problematic spliced reads
12000000 valid, 999438 problematic spliced reads
12100000 valid, 1007771 problematic spliced reads
12200000 valid, 1016062 problematic spliced reads
12300000 valid, 1024437 problematic spliced reads
12400000 valid, 1032955 problematic spliced reads
12500000 valid, 1041430 problematic spliced reads
12600000 valid, 1049908 problematic spliced reads
12700000 valid, 1058004 problematic spliced reads
12800000 valid, 1066567 problematic spliced reads
12900000 valid, 1074950 problematic spliced reads
13000000 valid, 1083424 problematic spliced reads
13100000 valid, 1091713 problematic spliced reads
13200000 valid, 1100060 problematic spliced reads
13300000 valid, 1108445 problematic spliced reads
13400000 valid, 1117004 problematic spliced reads
13500000 valid, 1125405 problematic spliced reads
13600000 valid, 1133632 problematic spliced reads
13700000 valid, 1141984 problematic spliced reads
13800000 valid, 1150305 problematic spliced reads
13900000 valid, 1158604 problematic spliced reads
14000000 valid, 1166955 problematic spliced reads
