Converting /oak/stanford/groups/smontgom/lonet/motrpac/star_secondpass/90155015505/90155015505Aligned.out.bam to /oak/stanford/groups/smontgom/lonet/motrpac/star_secondpass/90155015505/90155015505Aligned.out.bam.junc
100000 valid, 9481 problematic spliced reads
200000 valid, 19042 problematic spliced reads
300000 valid, 28750 problematic spliced reads
400000 valid, 38364 problematic spliced reads
500000 valid, 48091 problematic spliced reads
600000 valid, 57859 problematic spliced reads
700000 valid, 67616 problematic spliced reads
800000 valid, 77112 problematic spliced reads
900000 valid, 86869 problematic spliced reads
1000000 valid, 96568 problematic spliced reads
1100000 valid, 106133 problematic spliced reads
1200000 valid, 115843 problematic spliced reads
1300000 valid, 125518 problematic spliced reads
1400000 valid, 135295 problematic spliced reads
1500000 valid, 144935 problematic spliced reads
1600000 valid, 154620 problematic spliced reads
1700000 valid, 164323 problematic spliced reads
1800000 valid, 173975 problematic spliced reads
1900000 valid, 183569 problematic spliced reads
2000000 valid, 193156 problematic spliced reads
2100000 valid, 202583 problematic spliced reads
2200000 valid, 212209 problematic spliced reads
2300000 valid, 221596 problematic spliced reads
2400000 valid, 231229 problematic spliced reads
2500000 valid, 240567 problematic spliced reads
2600000 valid, 249962 problematic spliced reads
2700000 valid, 259543 problematic spliced reads
2800000 valid, 269372 problematic spliced reads
2900000 valid, 278781 problematic spliced reads
3000000 valid, 288434 problematic spliced reads
3100000 valid, 297874 problematic spliced reads
3200000 valid, 307317 problematic spliced reads
3300000 valid, 316875 problematic spliced reads
3400000 valid, 326607 problematic spliced reads
3500000 valid, 336163 problematic spliced reads
3600000 valid, 345680 problematic spliced reads
3700000 valid, 355223 problematic spliced reads
3800000 valid, 364953 problematic spliced reads
3900000 valid, 374644 problematic spliced reads
4000000 valid, 384393 problematic spliced reads
4100000 valid, 393941 problematic spliced reads
4200000 valid, 403615 problematic spliced reads
4300000 valid, 413267 problematic spliced reads
4400000 valid, 422839 problematic spliced reads
4500000 valid, 432485 problematic spliced reads
4600000 valid, 442356 problematic spliced reads
4700000 valid, 451827 problematic spliced reads
4800000 valid, 461443 problematic spliced reads
4900000 valid, 470981 problematic spliced reads
5000000 valid, 480685 problematic spliced reads
5100000 valid, 490140 problematic spliced reads
5200000 valid, 499756 problematic spliced reads
5300000 valid, 509324 problematic spliced reads
5400000 valid, 518886 problematic spliced reads
5500000 valid, 528448 problematic spliced reads
5600000 valid, 537946 problematic spliced reads
5700000 valid, 547719 problematic spliced reads
5800000 valid, 557400 problematic spliced reads
5900000 valid, 566813 problematic spliced reads
6000000 valid, 576396 problematic spliced reads
6100000 valid, 586198 problematic spliced reads
6200000 valid, 595950 problematic spliced reads
6300000 valid, 605737 problematic spliced reads
6400000 valid, 615438 problematic spliced reads
6500000 valid, 625269 problematic spliced reads
6600000 valid, 635039 problematic spliced reads
6700000 valid, 644915 problematic spliced reads
6800000 valid, 654737 problematic spliced reads
6900000 valid, 664538 problematic spliced reads
7000000 valid, 674253 problematic spliced reads
7100000 valid, 684253 problematic spliced reads
7200000 valid, 693869 problematic spliced reads
7300000 valid, 703589 problematic spliced reads
7400000 valid, 713254 problematic spliced reads
7500000 valid, 722856 problematic spliced reads
7600000 valid, 732510 problematic spliced reads
7700000 valid, 742042 problematic spliced reads
7800000 valid, 751908 problematic spliced reads
7900000 valid, 761624 problematic spliced reads
8000000 valid, 771292 problematic spliced reads
8100000 valid, 781136 problematic spliced reads
8200000 valid, 790969 problematic spliced reads
8300000 valid, 800581 problematic spliced reads
8400000 valid, 810587 problematic spliced reads
8500000 valid, 820274 problematic spliced reads
8600000 valid, 829975 problematic spliced reads
8700000 valid, 839630 problematic spliced reads
8800000 valid, 849413 problematic spliced reads
8900000 valid, 859117 problematic spliced reads
9000000 valid, 868828 problematic spliced reads
9100000 valid, 878820 problematic spliced reads
9200000 valid, 888345 problematic spliced reads
9300000 valid, 897699 problematic spliced reads
9400000 valid, 907566 problematic spliced reads
9500000 valid, 917279 problematic spliced reads
9600000 valid, 926979 problematic spliced reads
9700000 valid, 936476 problematic spliced reads
9800000 valid, 946128 problematic spliced reads
9900000 valid, 955803 problematic spliced reads
10000000 valid, 965501 problematic spliced reads
10100000 valid, 975157 problematic spliced reads
10200000 valid, 984877 problematic spliced reads
10300000 valid, 994609 problematic spliced reads
10400000 valid, 1004611 problematic spliced reads
10500000 valid, 1014203 problematic spliced reads
10600000 valid, 1023939 problematic spliced reads
10700000 valid, 1033332 problematic spliced reads
10800000 valid, 1043030 problematic spliced reads
10900000 valid, 1052532 problematic spliced reads
11000000 valid, 1062256 problematic spliced reads
11100000 valid, 1072052 problematic spliced reads
11200000 valid, 1081687 problematic spliced reads
11300000 valid, 1091381 problematic spliced reads
11400000 valid, 1100895 problematic spliced reads
11500000 valid, 1110618 problematic spliced reads
11600000 valid, 1120233 problematic spliced reads
11700000 valid, 1129851 problematic spliced reads
