Converting /oak/stanford/groups/smontgom/lonet/motrpac/star_secondpass/90015015505/90015015505Aligned.out.bam to /oak/stanford/groups/smontgom/lonet/motrpac/star_secondpass/90015015505/90015015505Aligned.out.bam.junc
100000 valid, 8296 problematic spliced reads
200000 valid, 16494 problematic spliced reads
300000 valid, 24966 problematic spliced reads
400000 valid, 33359 problematic spliced reads
500000 valid, 41752 problematic spliced reads
600000 valid, 50104 problematic spliced reads
700000 valid, 58437 problematic spliced reads
800000 valid, 66679 problematic spliced reads
900000 valid, 74948 problematic spliced reads
1000000 valid, 83142 problematic spliced reads
1100000 valid, 91407 problematic spliced reads
1200000 valid, 99701 problematic spliced reads
1300000 valid, 107925 problematic spliced reads
1400000 valid, 116246 problematic spliced reads
1500000 valid, 124491 problematic spliced reads
1600000 valid, 132747 problematic spliced reads
1700000 valid, 140896 problematic spliced reads
1800000 valid, 149124 problematic spliced reads
1900000 valid, 157538 problematic spliced reads
2000000 valid, 165896 problematic spliced reads
2100000 valid, 174257 problematic spliced reads
2200000 valid, 182626 problematic spliced reads
2300000 valid, 190930 problematic spliced reads
2400000 valid, 199279 problematic spliced reads
2500000 valid, 207583 problematic spliced reads
2600000 valid, 215744 problematic spliced reads
2700000 valid, 224122 problematic spliced reads
2800000 valid, 232493 problematic spliced reads
2900000 valid, 240815 problematic spliced reads
3000000 valid, 249145 problematic spliced reads
3100000 valid, 257511 problematic spliced reads
3200000 valid, 265625 problematic spliced reads
3300000 valid, 273876 problematic spliced reads
3400000 valid, 282070 problematic spliced reads
3500000 valid, 290439 problematic spliced reads
3600000 valid, 298758 problematic spliced reads
3700000 valid, 306984 problematic spliced reads
3800000 valid, 315093 problematic spliced reads
3900000 valid, 323573 problematic spliced reads
4000000 valid, 331926 problematic spliced reads
4100000 valid, 340112 problematic spliced reads
4200000 valid, 348552 problematic spliced reads
4300000 valid, 356802 problematic spliced reads
4400000 valid, 365210 problematic spliced reads
4500000 valid, 373639 problematic spliced reads
4600000 valid, 382063 problematic spliced reads
4700000 valid, 390407 problematic spliced reads
4800000 valid, 398707 problematic spliced reads
4900000 valid, 406806 problematic spliced reads
5000000 valid, 415119 problematic spliced reads
5100000 valid, 423356 problematic spliced reads
5200000 valid, 431877 problematic spliced reads
5300000 valid, 440265 problematic spliced reads
5400000 valid, 448491 problematic spliced reads
5500000 valid, 456822 problematic spliced reads
5600000 valid, 465328 problematic spliced reads
5700000 valid, 473657 problematic spliced reads
5800000 valid, 482067 problematic spliced reads
5900000 valid, 490638 problematic spliced reads
6000000 valid, 498855 problematic spliced reads
6100000 valid, 507083 problematic spliced reads
6200000 valid, 515530 problematic spliced reads
6300000 valid, 523752 problematic spliced reads
6400000 valid, 532170 problematic spliced reads
6500000 valid, 540457 problematic spliced reads
6600000 valid, 548766 problematic spliced reads
6700000 valid, 557054 problematic spliced reads
6800000 valid, 565339 problematic spliced reads
6900000 valid, 573458 problematic spliced reads
7000000 valid, 581566 problematic spliced reads
7100000 valid, 589948 problematic spliced reads
7200000 valid, 598173 problematic spliced reads
7300000 valid, 606394 problematic spliced reads
7400000 valid, 614595 problematic spliced reads
7500000 valid, 623021 problematic spliced reads
7600000 valid, 631333 problematic spliced reads
7700000 valid, 639535 problematic spliced reads
7800000 valid, 647920 problematic spliced reads
7900000 valid, 656353 problematic spliced reads
8000000 valid, 664612 problematic spliced reads
8100000 valid, 672912 problematic spliced reads
8200000 valid, 681221 problematic spliced reads
8300000 valid, 689570 problematic spliced reads
8400000 valid, 697811 problematic spliced reads
8500000 valid, 706136 problematic spliced reads
8600000 valid, 714429 problematic spliced reads
8700000 valid, 722867 problematic spliced reads
8800000 valid, 731143 problematic spliced reads
8900000 valid, 739483 problematic spliced reads
9000000 valid, 747761 problematic spliced reads
9100000 valid, 756169 problematic spliced reads
9200000 valid, 764570 problematic spliced reads
9300000 valid, 772908 problematic spliced reads
9400000 valid, 781336 problematic spliced reads
9500000 valid, 789640 problematic spliced reads
9600000 valid, 797896 problematic spliced reads
9700000 valid, 806089 problematic spliced reads
9800000 valid, 814629 problematic spliced reads
9900000 valid, 822886 problematic spliced reads
10000000 valid, 831159 problematic spliced reads
10100000 valid, 839513 problematic spliced reads
10200000 valid, 847908 problematic spliced reads
