Converting /oak/stanford/groups/smontgom/lonet/motrpac/star_secondpass/90039015505/90039015505Aligned.out.bam to /oak/stanford/groups/smontgom/lonet/motrpac/star_secondpass/90039015505/90039015505Aligned.out.bam.junc
100000 valid, 8847 problematic spliced reads
200000 valid, 17417 problematic spliced reads
300000 valid, 26337 problematic spliced reads
400000 valid, 35123 problematic spliced reads
500000 valid, 43911 problematic spliced reads
600000 valid, 52545 problematic spliced reads
700000 valid, 61357 problematic spliced reads
800000 valid, 70078 problematic spliced reads
900000 valid, 78802 problematic spliced reads
1000000 valid, 87463 problematic spliced reads
1100000 valid, 96254 problematic spliced reads
1200000 valid, 105176 problematic spliced reads
1300000 valid, 114125 problematic spliced reads
1400000 valid, 122868 problematic spliced reads
1500000 valid, 131515 problematic spliced reads
1600000 valid, 140184 problematic spliced reads
1700000 valid, 148977 problematic spliced reads
1800000 valid, 157696 problematic spliced reads
1900000 valid, 166514 problematic spliced reads
2000000 valid, 175188 problematic spliced reads
2100000 valid, 183931 problematic spliced reads
2200000 valid, 192509 problematic spliced reads
2300000 valid, 201239 problematic spliced reads
2400000 valid, 209861 problematic spliced reads
2500000 valid, 218694 problematic spliced reads
2600000 valid, 227313 problematic spliced reads
2700000 valid, 236143 problematic spliced reads
2800000 valid, 244998 problematic spliced reads
2900000 valid, 253687 problematic spliced reads
3000000 valid, 262542 problematic spliced reads
3100000 valid, 271343 problematic spliced reads
3200000 valid, 279991 problematic spliced reads
3300000 valid, 288844 problematic spliced reads
3400000 valid, 297616 problematic spliced reads
3500000 valid, 306356 problematic spliced reads
3600000 valid, 315089 problematic spliced reads
3700000 valid, 323697 problematic spliced reads
3800000 valid, 332437 problematic spliced reads
3900000 valid, 341149 problematic spliced reads
4000000 valid, 350002 problematic spliced reads
4100000 valid, 358768 problematic spliced reads
4200000 valid, 367435 problematic spliced reads
4300000 valid, 376094 problematic spliced reads
4400000 valid, 384868 problematic spliced reads
4500000 valid, 393906 problematic spliced reads
