Converting /oak/stanford/groups/smontgom/lonet/motrpac/star_secondpass/90119015505/90119015505Aligned.out.bam to /oak/stanford/groups/smontgom/lonet/motrpac/star_secondpass/90119015505/90119015505Aligned.out.bam.junc
100000 valid, 8368 problematic spliced reads
200000 valid, 16725 problematic spliced reads
300000 valid, 24878 problematic spliced reads
400000 valid, 33097 problematic spliced reads
500000 valid, 41384 problematic spliced reads
600000 valid, 49521 problematic spliced reads
700000 valid, 57835 problematic spliced reads
800000 valid, 66045 problematic spliced reads
900000 valid, 74232 problematic spliced reads
1000000 valid, 82423 problematic spliced reads
1100000 valid, 90787 problematic spliced reads
1200000 valid, 98891 problematic spliced reads
1300000 valid, 107053 problematic spliced reads
1400000 valid, 115189 problematic spliced reads
1500000 valid, 123397 problematic spliced reads
1600000 valid, 131670 problematic spliced reads
1700000 valid, 139870 problematic spliced reads
1800000 valid, 148159 problematic spliced reads
1900000 valid, 156645 problematic spliced reads
2000000 valid, 164947 problematic spliced reads
2100000 valid, 173258 problematic spliced reads
2200000 valid, 181522 problematic spliced reads
2300000 valid, 189767 problematic spliced reads
2400000 valid, 198046 problematic spliced reads
2500000 valid, 206415 problematic spliced reads
2600000 valid, 214835 problematic spliced reads
2700000 valid, 223091 problematic spliced reads
2800000 valid, 231324 problematic spliced reads
2900000 valid, 239567 problematic spliced reads
3000000 valid, 248053 problematic spliced reads
3100000 valid, 256339 problematic spliced reads
3200000 valid, 264469 problematic spliced reads
3300000 valid, 272820 problematic spliced reads
3400000 valid, 281127 problematic spliced reads
3500000 valid, 289366 problematic spliced reads
3600000 valid, 297713 problematic spliced reads
3700000 valid, 305977 problematic spliced reads
3800000 valid, 314249 problematic spliced reads
3900000 valid, 322567 problematic spliced reads
4000000 valid, 330835 problematic spliced reads
4100000 valid, 338927 problematic spliced reads
4200000 valid, 347311 problematic spliced reads
4300000 valid, 355623 problematic spliced reads
4400000 valid, 363916 problematic spliced reads
4500000 valid, 372100 problematic spliced reads
4600000 valid, 380250 problematic spliced reads
4700000 valid, 388520 problematic spliced reads
4800000 valid, 396856 problematic spliced reads
